Justiça#Tribunal#UF#Tipo de unidade#Classificação da unidade#Código#Unidade Judiciária#Município sede#Telefone#CEP#Endereço#Unidades Judiciárias#Estoque#Taxa de congestionamento líquida#Taxa de congestionamento total
Total###########1.124#1.519.657#58,9%#62,6%
Justiça Estadual#Total##########1.103#1.475.089#58,7%#62,2%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#7575#3ª VARA CRIMINAL DA COMARCA DE JABOATÃO DOS GUARARAPES#JABOATAO DOS GUARARAPES#(813) 1826-8008#54.335-000#FÓRUM DES. HENRIQUE CAPITULINO - RODOVIA BR-101 SUL,  KM 80 (EM FRENTE FAB NESTLÉ), PRAZERES, JABOATÃO DOS GUARARAPES/PE#1#2.058#80,2%#82,6%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#7748#3ª VARA CRIMINAL DA COMARCA DE OLINDA#OLINDA#(813) 1822-6508#53.010-210#FÓRUM LOURENÇO JOSÉ RIBEIRO - AV. PAN NORDESTINA, S/N, KM 4, VILA POPULAR, OLINDA/PE#1#1.215#82,0%#82,0%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#16990#4ª VARA REGIONAL DE EXECUÇÃO PENAL DA COMARCA DE PETROLINA#PETROLINA#(873) 8669-5198#56.300-000#FÓRUM DR. MANOEL SOUZA FILHO - PRAÇA SANTOS DUMMONT, S/N, CENTRO, PETROLINA/PE#1#2.747#58,5%#58,5%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72689#17ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#1.024#85,7%#85,8%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72693#18ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#581#56,3%#56,7%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#9229#3ª VARA DO TRIBUNAL DO JÚRI DA CAPITAL#RECIFE#(813) 1820-6038#50.010-230#FÓRUM THOMAZ DE AQUINO CYRILLO WANDERLEY - AV. MARTINS DE BARROS, 593, SANTO ANTÔNIO, RECIFE/PE#1#651#85,3%#86,8%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#17400#3ª VARA REGIONAL DE EXECUÇÃO PENAL DA COMARCA DE CARUARU#CARUARU#(813) 7257-4008#55.014-837#FÓRUM JUIZ DEMÓSTENES BATISTA VERAS - AV. JOSÉ FLORÊNCIO FILHO, S/N, MAURICIO DE NASSAU, CARUARU/PE#1#9.718#98,5%#98,5%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72692#20ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#395#68,2%#70,2%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72688#19ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#444#76,6%#77,6%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#9230#4ª VARA DO TRIBUNAL DO JÚRI DA CAPITAL#RECIFE#(813) 1820-6038#50.010-230#FÓRUM THOMAZ DE AQUINO CYRILLO WANDERLEY - AV. MARTINS DE BARROS, 593, SANTO ANTÔNIO, RECIFE/PE#1#421#74,4%#75,7%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6730#12ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#1.609#89,1%#89,5%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#6690#10ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#332#49,1%#53,5%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10789#11ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#314#56,5%#59,7%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#18557#VARA DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE PETROLINA#PETROLINA#(873) 8669-8068#56.328-010#AV. DA INTEGRAÇÃO, 1465, VILA EDUARDO, PETROLINA/PE#1#1.099#57,5%#57,8%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72687#15ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#601#62,1%#63,4%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72691#16ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#639#62,9%#64,2%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72690#14ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#953#84,0%#84,4%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72686#13ª VARA CRIMINAL DA CAPITAL#RECIFE#(813) 1810-0008#50.080-900#FÓRUM DESEMBARGADOR RODOLFO AURELIANO - AV. DESEMBARGADOR GUERRA BARRETO, S/N, ILHA JOANA BEZERRA, RECIFE/PE#1#1.415#96,9%#97,0%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70635#GAB. DES. EUDES DOS PRAZERES FRANÇA#RECIFE#(813) 1820-1008#50.010-240#RUA IMPERADOR DOM PEDRO II, 511, SANTO ANTÔNIO, RECIFE/PE#1#882#58,1%#58,1%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70631#GAB. DES. CLÁUDIO JEAN NOGUEIRA VIRGÍNIO#RECIFE#(813) 1820-1008#50.010-040#TRIBUNAL DE JUSTIÇA DE PERNAMBUCO - PRAÇA DA REPÚBLICA, S/N, SANTO ANTÔNIO, RECIFE/PE#1#1.499#77,0%#77,0%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70637#GAB. DES. EVANDRO SÉRGIO NETTO DE MAGALHÃES MELO#RECIFE#(813) 1820-6038#50.010-230#FÓRUM THOMAZ DE AQUINO CYRILLO WANDERLEY - AV. MARTINS DE BARROS, 593, SANTO ANTÔNIO, RECIFE/PE#1#1.251#70,7%#70,8%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70632#GAB. DES. DAISY MARIA DE ANDRADE COSTA PEREIRA#RECIFE#(813) 1820-6038#50.010-230#FÓRUM THOMAZ DE AQUINO CYRILLO WANDERLEY - AV. MARTINS DE BARROS, 593, SANTO ANTÔNIO, RECIFE/PE#1#1.177#68,2%#68,2%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70639#GAB. DES. FAUSTO DE CASTRO CAMPOS#RECIFE#(813) 1820-1008#50.010-040#TRIBUNAL DE JUSTIÇA DE PERNAMBUCO - PRAÇA DA REPÚBLICA, S/N, SANTO ANTÔNIO, RECIFE/PE#1#1.373#73,3%#73,3%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70630#GAB. DES. CARLOS FREDERICO GONÇALVES DE MORAES#RECIFE#(813) 1820-1008#50.010-240#RUA IMPERADOR DOM PEDRO II, 511, SANTO ANTÔNIO, RECIFE/PE#1#975#61,4%#61,5%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70626#GAB. DES. ANTÔNIO DE MELO E LIMA#RECIFE#(813) 1820-6038#50.010-230#FÓRUM THOMAZ DE AQUINO CYRILLO WANDERLEY - AV. MARTINS DE BARROS, 593, SANTO ANTÔNIO, RECIFE/PE#1#890#63,3%#63,3%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70621#GAB. DES. ALEXANDRE GUEDES ALCOFORADO ASSUNÇÃO#RECIFE#(813) 1820-1008#50.010-040#TRIBUNAL DE JUSTIÇA DE PERNAMBUCO - PRAÇA DA REPÚBLICA, S/N, SANTO ANTÔNIO, RECIFE/PE#1#1.045#68,1%#68,2%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70661#GAB. DES. MAURO ALENCAR DE BARROS#RECIFE#(813) 1820-6038#50.010-230#FÓRUM THOMAZ DE AQUINO CYRILLO WANDERLEY - AV. MARTINS DE BARROS, 593, SANTO ANTÔNIO, RECIFE/PE#1#921#60,6%#60,6%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70657#GAB. DES. LEOPOLDO DE ARRUDA RAPOSO#RECIFE#(813) 1820-1008#50.010-040#TRIBUNAL DE JUSTIÇA DE PERNAMBUCO - PRAÇA DA REPÚBLICA, S/N, SANTO ANTÔNIO, RECIFE/PE#1#850#60,4%#60,8%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70660#GAB. DES. MARCO ANTÔNIO CABRAL MAGGI#RECIFE#(813) 1820-1008#50.010-240#RUA IMPERADOR DOM PEDRO II, 511, SANTO ANTÔNIO, RECIFE/PE#1#1.305#75,8%#75,8%
Justiça Estadual#TJPE#PE#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#GAB2ºS - GABINETE DE DESEMBARGADOR OU DE MINISTRO (EXCETO PRESIDÊNCIA, VICE-PRESIDÊNCIA OU CORREGEDORIA)#70625#GAB. DES. ANTÔNIO CARLOS ALVES DA SILVA#RECIFE#(813) 1820-6038#50.010-230#FÓRUM THOMAZ DE AQUINO CYRILLO WANDERLEY - AV. MARTINS DE BARROS, 593, SANTO ANTÔNIO, RECIFE/PE#1#1.125#69,5%#69,7%
Justiça Estadual#TJPI#PI#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#11848#2ª VARA DO TRIBUNAL POP. DE JURI#TERESINA#(863) 2230-9358#64.000-830#PRAÇA DES. EDGAR NOGUEIRA, S/N, CENTRO CÍVICO, CABRAL#1#524#64,2%#72,6%
Justiça Estadual#TJPI#PI#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#5356#1ª VARA DO TRIBUNAL DE JURI#TERESINA#(000) 0000-7802#64.000-830#PRAÇA DES. EDGAR NOGUEIRA, S/N, CENTRO CÍVICO, CABRAL#1#1.081#88,1%#89,9%
Justiça Estadual#TJPI#PI#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#5387#VARA DE EXECUÇÕES PENAIS#TERESINA#(086) 3223-7007#64.000-830#PRAÇA DES. EDGAR NOGUEIRA, S/N, CENTRO CÍVICO, CABRAL#1#56#91,8%#91,8%
Justiça Estadual#TJPI#PI#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#5396#JUIZADO DA LEI MARIA DA PENHA#TERESINA#(000) 0079-4779#64.000-830#PRAÇA DES. EDGAR NOGUEIRA, S/N, CENTRO CÍVICO, CABRAL#1#8.669#81,8%#87,7%
Justiça Estadual#TJPI#PI#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#5402#7ª VARA CRIMINAL#TERESINA#(086) 3230-7800#64.000-830#PRAÇA DES. EDGAR NOGUEIRA, S/N, CENTRO CÍVICO, CABRAL#1#1.175#61,9%#62,1%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#CEJUSC - CENTROS JUDICIÁRIOS DE SOLUÇÃO DE CONFLITOS E CIDADANIA;#78531#CURITIBA - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA DO FÓRUM CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#0#0,0%#-
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#CEJUSC - CENTROS JUDICIÁRIOS DE SOLUÇÃO DE CONFLITOS E CIDADANIA;#26448#CURITIBA - CENTRAL DE AUDIÊNCIAS DE CUSTÓDIA DO FORO CENTRAL DA COMARCA DE CURITIBA#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#0#0,0%#-
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#74227#CASCAVEL - 4ª VARA CRIMINAL#CASCAVEL#(041) 3200-2000#85.805-000#AV. TANCREDO NEVES 2320#1#1.008#62,5%#65,4%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#72193#GUARAPUAVA - 3ª VARA CRIMINAL#GUARAPUAVA#(041) 3200-2000#85.070-180#AV. MANOEL RIBAS 500#1#1.108#49,9%#56,7%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#11842#FRANCISCO BELTRÃO - VARA DE EXECUÇÕES PENAIS E CORREGEDORIA DOS PRESÍDIOS#FRANCISCO BELTRAO#(041) 3200-2000#85.601-970#ESTR. BR 483 KM 12#1#2.633#89,3%#89,3%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#11722#FRANCISCO BELTRÃO - VARA CRIMINAL#FRANCISCO BELTRAO#(041) 3200-2000#85.601-610#R. TEN CAMARGO 2112#1#2.404#55,4%#60,1%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#9191#GUARAPUAVA - VARA DE EXECUÇÕES PENAIS E CORREGEDORIA DOS PRESÍDIOS#GUARAPUAVA#(041) 3200-2000#85.070-180#AV. MANOEL RIBAS 500#1#3.182#85,5%#85,5%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#9188#GUARAPUAVA - 1ª VARA CRIMINAL#GUARAPUAVA#(041) 3200-2000#85.070-180#AV. MANOEL RIBAS 500#1#1.422#55,7%#62,9%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8803#LONDRINA - 3ª VARA CRIMINAL#LONDRINA#(041) 3200-2000#86.070-545#AV. TIRADENTES 1575#1#1.816#62,5%#67,2%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8861#ARAPONGAS - 1ª VARA CRIMINAL#ARAPONGAS#(041) 3200-2000#86.701-270#R. IBIS 888#1#3.544#74,3%#76,3%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8879#CURITIBA - 2ª VARA PRIVATIVA DO TRIBUNAL DO JÚRI#CURITIBA#(041) 3200-2000#80.530-180#PCA. NOSSA SENHORA DA SALETTE S/N#1#338#42,1%#47,7%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8836#MARINGÁ - 3ª VARA CRIMINAL#MARINGA#(041) 3200-2000#87.013-900#AV. TIRADENTES 380#1#1.384#61,0%#63,3%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8837#MARINGÁ - 4ª VARA CRIMINAL#MARINGA#(041) 3200-2000#87.013-900#AV. TIRADENTES 380#1#1.306#63,6%#68,7%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8828#MARINGÁ - 2ª VARA CRIMINAL#MARINGA#(041) 3200-2000#87.013-900#AV. TIRADENTES 380#1#1.583#59,1%#63,7%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#16285#CASCAVEL - VARA DE EXECUÇÕES PENAIS E CORREGEDORIA DOS PRESÍDIOS#CASCAVEL#(041) 3200-2000#85.805-000#AV. TANCREDO NEVES 2320#1#5.437#81,6%#81,6%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8850#CASCAVEL - 2ª VARA CRIMINAL#CASCAVEL#(041) 3200-2000#85.805-000#AV. TANCREDO NEVES 2320#1#1.820#76,1%#77,5%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8854#CASCAVEL - 3ª VARA CRIMINAL#CASCAVEL#(041) 3200-2000#85.805-000#AV. TANCREDO NEVES 2320#1#473#36,3%#45,0%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8886#CAMPO MOURÃO - 2ª VARA CRIMINAL#CAMPO MOURAO#(041) 3200-2000#87.300-020#AV. JOSÉ CUSTODIO DE OLIVEIRA 2065#1#1.508#66,0%#74,4%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8975#UMUARAMA - 2ª VARA CRIMINAL#UMUARAMA#(041) 3200-2000#87.501-200#R. DES ANTONIO FRANCO FERREIRA DA COSTA S/N#1#1.264#53,0%#60,3%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8766#CURITIBA - 1º JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER#CURITIBA#(041) 3200-2000#80.030-001#AV. JOÃO GUALBERTO 1073#1#8.021#52,9%#55,8%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#16490#CURITIBA - 13ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.494#63,3%#67,2%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8770#CURITIBA - 3º JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER CASA DA MULHER BRASILEIRA#CURITIBA#(041) 3200-2000#80.035-130#AV. PARANÁ 870#1#2.126#44,8%#65,9%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8752#CURITIBA - 1ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.824#68,1%#71,1%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8753#CURITIBA - 2ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.241#53,1%#64,5%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8754#CURITIBA - 3ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.253#53,1%#57,4%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8763#CURITIBA - 11ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#956#55,3%#59,5%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8758#CURITIBA - 7ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.749#57,5%#65,7%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8755#CURITIBA - 4ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.189#54,0%#61,1%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8756#CURITIBA - 5ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.260#57,1%#63,7%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#11657#CURITIBA - 9ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.512#58,0%#64,9%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8811#CURITIBA - 12ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.802#65,0%#68,2%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8871#CURITIBA - 1ª VARA PRIVATIVA DO TRIBUNAL DO JÚRI#CURITIBA#(041) 3200-2000#80.530-180#PCA. NOSSA SENHORA DA SALETTE S/N#1#441#47,5%#50,2%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8907#FOZ DO IGUAÇU - 3ª VARA CRIMINAL#FOZ DO IGUACU#(041) 3200-2000#85.863-756#AV. PEDRO BASSO 1001#1#1.783#65,5%#75,0%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8905#FOZ DO IGUAÇU - 2ª VARA CRIMINAL#FOZ DO IGUACU#(041) 3200-2000#85.863-756#AV. PEDRO BASSO 1001#1#1.842#60,5%#69,5%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8834#PONTA GROSSA - VARA DE EXECUÇÕES PENAIS E CORREGEDORIA DOS PRESÍDIOS#PONTA GROSSA#(041) 3200-2000#84.035-900#R. LEOPOLDO GUIMARAES DA CUNHA 590#1#5.739#79,5%#79,5%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8804#LONDRINA - 4ª VARA CRIMINAL#LONDRINA#(041) 3200-2000#86.070-545#AV. TIRADENTES 1575#1#2.411#68,8%#73,1%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8805#LONDRINA - 5ª VARA CRIMINAL#LONDRINA#(041) 3200-2000#86.070-545#AV. TIRADENTES 1575#1#1.648#64,1%#67,8%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8760#CURITIBA - 8ª VARA CRIMINAL#CURITIBA#(041) 3200-2000#80.540-180#AV. ANITA GARIBALDI 750#1#1.355#49,5%#58,9%
Justiça Estadual#TJPR#PR#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8772#CURITIBA - VARA DE EXECUÇÕES PENAIS, MEDIDAS ALTERNATIVAS E CORREGEDORIA DOS PRESÍDIOS#CURITIBA#(041) 3200-2000#80.030-000#AV. JOÃO GUALBERTO 741#1#6.146#94,7%#94,7%
